Dataset,Model,PacketLoss,Topology,Agents,Alpha,AttackType,Run,Accuracy,Precision,Recall,F1_score
TON,Logistic Regression,0.2,ring,5,1.0,Recon,2,0.4223,0.3524,0.5141,0.4182
TON,Logistic Regression,0.2,ring,5,1.0,Recon,3,0.444,0.4551,0.4231,0.4385
TON,Logistic Regression,0.2,ring,5,1.0,Exploit,1,0.4499,0.4397,0.4115,0.4251
TON,Logistic Regression,0.2,ring,5,1.0,Exploit,2,0.435,0.4694,0.3862,0.4238
TON,Logistic Regression,0.2,ring,5,1.0,Exploit,3,0.4118,0.4144,0.4332,0.4236
TON,Logistic Regression,0.2,ring,8,0.3,DoS,1,0.4618,0.4521,0.4393,0.4456
TON,Logistic Regression,0.2,ring,8,0.3,DoS,2,0.4229,0.4043,0.4411,0.4219
TON,Logistic Regression,0.2,ring,8,0.3,DoS,3,0.4079,0.4582,0.4261,0.4415
TON,Logistic Regression,0.2,ring,8,0.3,Recon,1,0.3982,0.4502,0.3547,0.3968
TON,Logistic Regression,0.2,ring,8,0.3,Recon,2,0.3933,0.4298,0.3295,0.373
TON,Logistic Regression,0.2,ring,8,0.3,Recon,3,0.4209,0.3878,0.4108,0.3989
TON,Logistic Regression,0.2,ring,8,0.3,Exploit,1,0.3953,0.4163,0.3527,0.3819
TON,Logistic Regression,0.2,ring,8,0.3,Exploit,2,0.3902,0.398,0.3894,0.3937
TON,Logistic Regression,0.2,ring,8,0.3,Exploit,3,0.3752,0.3797,0.4355,0.4057
TON,Logistic Regression,0.2,ring,8,0.5,DoS,1,0.4546,0.4632,0.4268,0.4442
TON,Logistic Regression,0.2,ring,8,0.5,DoS,2,0.4571,0.4315,0.4512,0.4411
TON,Logistic Regression,0.2,ring,8,0.5,DoS,3,0.4286,0.4197,0.45,0.4343
TON,Logistic Regression,0.2,ring,8,0.5,Recon,1,0.4632,0.3933,0.5132,0.4453
TON,Logistic Regression,0.2,ring,8,0.5,Recon,2,0.3812,0.3866,0.3931,0.3898
TON,Logistic Regression,0.2,ring,8,0.5,Recon,3,0.3765,0.3954,0.3727,0.3837
TON,Logistic Regression,0.2,ring,8,0.5,Exploit,1,0.4037,0.3987,0.3513,0.3735
TON,Logistic Regression,0.2,ring,8,0.5,Exploit,2,0.4285,0.4381,0.4171,0.4274
TON,Logistic Regression,0.2,ring,8,0.5,Exploit,3,0.4524,0.4754,0.3841,0.4249
TON,Logistic Regression,0.2,ring,8,1.0,DoS,1,0.4397,0.4369,0.425,0.4309
TON,Logistic Regression,0.2,ring,8,1.0,DoS,2,0.4638,0.4319,0.4047,0.4179
TON,Logistic Regression,0.2,ring,8,1.0,DoS,3,0.4619,0.4988,0.4176,0.4546
TON,Logistic Regression,0.2,ring,8,1.0,Recon,1,0.4079,0.4353,0.413,0.4239
TON,Logistic Regression,0.2,ring,8,1.0,Recon,2,0.441,0.4485,0.3785,0.4105
TON,Logistic Regression,0.2,ring,8,1.0,Recon,3,0.4102,0.4392,0.3847,0.4101
TON,Logistic Regression,0.2,ring,8,1.0,Exploit,1,0.4404,0.4339,0.4071,0.4201
TON,Logistic Regression,0.2,ring,8,1.0,Exploit,2,0.426,0.4585,0.3811,0.4162
TON,Logistic Regression,0.2,ring,8,1.0,Exploit,3,0.4692,0.3994,0.4527,0.4244
TON,Logistic Regression,0.2,fully,5,0.3,DoS,1,0.4108,0.4634,0.4225,0.442
TON,Logistic Regression,0.2,fully,5,0.3,DoS,2,0.4312,0.4598,0.3911,0.4227
TON,Logistic Regression,0.2,fully,5,0.3,DoS,3,0.3975,0.4374,0.3793,0.4063
TON,Logistic Regression,0.2,fully,5,0.3,Recon,1,0.4403,0.4335,0.4388,0.4362
TON,Logistic Regression,0.2,fully,5,0.3,Recon,2,0.4147,0.4058,0.4634,0.4327
TON,Logistic Regression,0.2,fully,5,0.3,Recon,3,0.3868,0.4369,0.3899,0.4121
TON,Logistic Regression,0.2,fully,5,0.3,Exploit,1,0.3693,0.4047,0.3581,0.38
TON,Logistic Regression,0.2,fully,5,0.3,Exploit,2,0.3963,0.3434,0.4764,0.3991
TON,Logistic Regression,0.2,fully,5,0.3,Exploit,3,0.3912,0.4328,0.3804,0.4049
TON,Logistic Regression,0.2,fully,5,0.5,DoS,1,0.4622,0.4543,0.4973,0.4749
TON,Logistic Regression,0.2,fully,5,0.5,DoS,2,0.4621,0.4794,0.4669,0.4731
TON,Logistic Regression,0.2,fully,5,0.5,DoS,3,0.4801,0.4883,0.4133,0.4477
TON,Logistic Regression,0.2,fully,5,0.5,Recon,1,0.4196,0.4165,0.419,0.4177
TON,Logistic Regression,0.2,fully,5,0.5,Recon,2,0.4153,0.4135,0.4169,0.4152
TON,Logistic Regression,0.2,fully,5,0.5,Recon,3,0.443,0.4833,0.4159,0.4471
TON,Logistic Regression,0.2,fully,5,0.5,Exploit,1,0.406,0.4367,0.3986,0.4168
TON,Logistic Regression,0.2,fully,5,0.5,Exploit,2,0.4095,0.4262,0.4315,0.4288
TON,Logistic Regression,0.2,fully,5,0.5,Exploit,3,0.4063,0.4491,0.3699,0.4056
TON,Logistic Regression,0.2,fully,5,1.0,DoS,1,0.491,0.4692,0.5011,0.4846
TON,Logistic Regression,0.2,fully,5,1.0,DoS,2,0.4603,0.4642,0.5323,0.4959
TON,Logistic Regression,0.2,fully,5,1.0,DoS,3,0.4803,0.4545,0.507,0.4793
TON,Logistic Regression,0.2,fully,5,1.0,Recon,1,0.4123,0.4393,0.4235,0.4312
TON,Logistic Regression,0.2,fully,5,1.0,Recon,2,0.4175,0.4508,0.4246,0.4373
TON,Logistic Regression,0.2,fully,5,1.0,Recon,3,0.4012,0.4191,0.4405,0.4295
TON,Logistic Regression,0.2,fully,5,1.0,Exploit,1,0.4157,0.4272,0.4202,0.4237
TON,Logistic Regression,0.2,fully,5,1.0,Exploit,2,0.4128,0.4253,0.4265,0.4259
TON,Logistic Regression,0.2,fully,5,1.0,Exploit,3,0.4346,0.4834,0.4043,0.4404
TON,Logistic Regression,0.2,fully,8,0.3,DoS,1,0.4547,0.4401,0.4547,0.4473
TON,Logistic Regression,0.2,fully,8,0.3,DoS,2,0.4285,0.4787,0.4492,0.4635
TON,Logistic Regression,0.2,fully,8,0.3,DoS,3,0.445,0.4838,0.4151,0.4468
TON,Logistic Regression,0.2,fully,8,0.3,Recon,1,0.4063,0.4142,0.4578,0.4349
TON,Logistic Regression,0.2,fully,8,0.3,Recon,2,0.4261,0.3694,0.4923,0.4221
TON,Logistic Regression,0.2,fully,8,0.3,Recon,3,0.4238,0.382,0.5168,0.4393
TON,Logistic Regression,0.2,fully,8,0.3,Exploit,1,0.3872,0.3926,0.3964,0.3945
TON,Logistic Regression,0.2,fully,8,0.3,Exploit,2,0.4426,0.4596,0.4057,0.431
TON,Logistic Regression,0.2,fully,8,0.3,Exploit,3,0.3953,0.424,0.401,0.4122
TON,Logistic Regression,0.2,fully,8,0.5,DoS,1,0.4873,0.4345,0.5068,0.4679
TON,Logistic Regression,0.2,fully,8,0.5,DoS,2,0.4694,0.4791,0.4666,0.4728
TON,Logistic Regression,0.2,fully,8,0.5,DoS,3,0.4925,0.3752,0.5978,0.461
TON,Logistic Regression,0.2,fully,8,0.5,Recon,1,0.4474,0.4318,0.4348,0.4333
TON,Logistic Regression,0.2,fully,8,0.5,Recon,2,0.4343,0.3997,0.4745,0.4339
TON,Logistic Regression,0.2,fully,8,0.5,Recon,3,0.4393,0.4395,0.4326,0.436
TON,Logistic Regression,0.2,fully,8,0.5,Exploit,1,0.4469,0.408,0.4788,0.4406
TON,Logistic Regression,0.2,fully,8,0.5,Exploit,2,0.4559,0.3923,0.5123,0.4443
TON,Logistic Regression,0.2,fully,8,0.5,Exploit,3,0.3984,0.4051,0.428,0.4162
TON,Logistic Regression,0.2,fully,8,1.0,DoS,1,0.4425,0.5177,0.4179,0.4625
TON,Logistic Regression,0.2,fully,8,1.0,DoS,2,0.4861,0.4084,0.4948,0.4475
TON,Logistic Regression,0.2,fully,8,1.0,DoS,3,0.45,0.4573,0.4588,0.4581
TON,Logistic Regression,0.2,fully,8,1.0,Recon,1,0.4801,0.4238,0.4381,0.4308
TON,Logistic Regression,0.2,fully,8,1.0,Recon,2,0.4804,0.4403,0.4946,0.4659
TON,Logistic Regression,0.2,fully,8,1.0,Recon,3,0.4616,0.3792,0.5032,0.4325
TON,Logistic Regression,0.2,fully,8,1.0,Exploit,1,0.4449,0.4838,0.4248,0.4524
TON,Logistic Regression,0.2,fully,8,1.0,Exploit,2,0.4414,0.455,0.4121,0.4325
TON,Logistic Regression,0.2,fully,8,1.0,Exploit,3,0.4385,0.3805,0.4919,0.4291
TON,Logistic Regression,0.2,random,5,0.3,DoS,1,0.4575,0.4053,0.4841,0.4412
TON,Logistic Regression,0.2,random,5,0.3,DoS,2,0.4485,0.4525,0.4096,0.43
TON,Logistic Regression,0.2,random,5,0.3,DoS,3,0.4113,0.3661,0.4779,0.4146
TON,Logistic Regression,0.2,random,5,0.3,Recon,1,0.4051,0.4021,0.436,0.4183
TON,Logistic Regression,0.2,random,5,0.3,Recon,2,0.3999,0.4303,0.3366,0.3777
TON,Logistic Regression,0.2,random,5,0.3,Recon,3,0.4299,0.4456,0.3911,0.4165
TON,Logistic Regression,0.2,random,5,0.3,Exploit,1,0.3828,0.3864,0.3964,0.3913
TON,Logistic Regression,0.2,random,5,0.3,Exploit,2,0.4258,0.4512,0.419,0.4345
TON,Logistic Regression,0.2,random,5,0.3,Exploit,3,0.4348,0.3717,0.4377,0.402
TON,Logistic Regression,0.2,random,5,0.5,DoS,1,0.4519,0.4451,0.416,0.4301
TON,Logistic Regression,0.2,random,5,0.5,DoS,2,0.446,0.4486,0.443,0.4458
TON,Logistic Regression,0.2,random,5,0.5,DoS,3,0.4309,0.4219,0.4579,0.4392
TON,Logistic Regression,0.2,random,5,0.5,Recon,1,0.4265,0.4389,0.4455,0.4422
TON,Logistic Regression,0.2,random,5,0.5,Recon,2,0.428,0.4453,0.3838,0.4123
TON,Logistic Regression,0.2,random,5,0.5,Recon,3,0.44,0.4207,0.4364,0.4284
TON,Logistic Regression,0.2,random,5,0.5,Exploit,1,0.4199,0.3926,0.4085,0.4003
TON,Logistic Regression,0.2,random,5,0.5,Exploit,2,0.4084,0.3937,0.4573,0.4231
TON,Logistic Regression,0.2,random,5,0.5,Exploit,3,0.3785,0.4634,0.3703,0.4116
TON,Logistic Regression,0.2,random,5,1.0,DoS,1,0.4461,0.4129,0.5046,0.4542
TON,Logistic Regression,0.2,random,5,1.0,DoS,2,0.4342,0.4319,0.4579,0.4445
TON,Logistic Regression,0.2,random,5,1.0,DoS,3,0.4215,0.4341,0.4674,0.4501
TON,Logistic Regression,0.2,random,5,1.0,Recon,1,0.4596,0.4643,0.4212,0.4417
TON,Logistic Regression,0.2,random,5,1.0,Recon,2,0.4206,0.4159,0.3983,0.4069
TON,Logistic Regression,0.2,random,5,1.0,Recon,3,0.4122,0.4148,0.4143,0.4145
TON,Logistic Regression,0.2,random,5,1.0,Exploit,1,0.4203,0.5054,0.4017,0.4476
TON,Logistic Regression,0.2,random,5,1.0,Exploit,2,0.4789,0.43,0.4886,0.4574
TON,Logistic Regression,0.2,random,5,1.0,Exploit,3,0.4468,0.4047,0.4692,0.4346
TON,Logistic Regression,0.2,random,8,0.3,DoS,1,0.4336,0.445,0.413,0.4284
TON,Logistic Regression,0.2,random,8,0.3,DoS,2,0.4446,0.4502,0.4457,0.4479
TON,Logistic Regression,0.2,random,8,0.3,DoS,3,0.4617,0.4639,0.4303,0.4464
TON,Logistic Regression,0.2,random,8,0.3,Recon,1,0.3916,0.3687,0.4372,0.4
TON,Logistic Regression,0.2,random,8,0.3,Recon,2,0.4214,0.4243,0.3796,0.4007
TON,Logistic Regression,0.2,random,8,0.3,Recon,3,0.4388,0.4506,0.3722,0.4077
TON,Logistic Regression,0.2,random,8,0.3,Exploit,1,0.4369,0.379,0.4317,0.4037
TON,Logistic Regression,0.2,random,8,0.3,Exploit,2,0.3923,0.4029,0.3954,0.3991
TON,Logistic Regression,0.2,random,8,0.3,Exploit,3,0.4058,0.3426,0.4437,0.3867
TON,Logistic Regression,0.2,random,8,0.5,DoS,1,0.4252,0.525,0.3688,0.4332
TON,Logistic Regression,0.2,random,8,0.5,DoS,2,0.4572,0.4414,0.4119,0.4261
TON,Logistic Regression,0.2,random,8,0.5,DoS,3,0.4097,0.4631,0.43,0.446
TON,Logistic Regression,0.2,random,8,0.5,Recon,1,0.3799,0.3826,0.453,0.4148
TON,Logistic Regression,0.2,random,8,0.5,Recon,2,0.4158,0.3595,0.525,0.4268
TON,Logistic Regression,0.2,random,8,0.5,Recon,3,0.4266,0.392,0.4453,0.4169
TON,Logistic Regression,0.2,random,8,0.5,Exploit,1,0.4362,0.4464,0.3958,0.4196
TON,Logistic Regression,0.2,random,8,0.5,Exploit,2,0.4382,0.4321,0.4322,0.4321
TON,Logistic Regression,0.2,random,8,0.5,Exploit,3,0.4148,0.4269,0.4185,0.4227
TON,Logistic Regression,0.2,random,8,1.0,DoS,1,0.4599,0.4255,0.4775,0.45
TON,Logistic Regression,0.2,random,8,1.0,DoS,2,0.4413,0.4337,0.4754,0.4536
TON,Logistic Regression,0.2,random,8,1.0,DoS,3,0.4402,0.4662,0.411,0.4368
TON,Logistic Regression,0.2,random,8,1.0,Recon,1,0.4121,0.4463,0.4003,0.4221
TON,Logistic Regression,0.2,random,8,1.0,Recon,2,0.4051,0.4445,0.3872,0.4139
TON,Logistic Regression,0.2,random,8,1.0,Recon,3,0.4517,0.4301,0.4276,0.4289
TON,Logistic Regression,0.2,random,8,1.0,Exploit,1,0.4398,0.3893,0.4686,0.4253
TON,Logistic Regression,0.2,random,8,1.0,Exploit,2,0.4237,0.4744,0.3732,0.4177
TON,Logistic Regression,0.2,random,8,1.0,Exploit,3,0.4306,0.4022,0.3813,0.3915
UNSW,Logistic Regression,0.0,ring,5,0.3,DoS,1,0.4535,0.5236,0.4241,0.4686
UNSW,Logistic Regression,0.0,ring,5,0.3,DoS,2,0.4643,0.437,0.4826,0.4587
UNSW,Logistic Regression,0.0,ring,5,0.3,DoS,3,0.4133,0.4066,0.4472,0.4259
UNSW,Logistic Regression,0.0,ring,5,0.3,Recon,1,0.4452,0.4625,0.4168,0.4385
UNSW,Logistic Regression,0.0,ring,5,0.3,Recon,2,0.39,0.3954,0.4145,0.4047
UNSW,Logistic Regression,0.0,ring,5,0.3,Recon,3,0.4616,0.4734,0.4076,0.438
UNSW,Logistic Regression,0.0,ring,5,0.3,Exploit,1,0.3966,0.3215,0.5423,0.4037
UNSW,Logistic Regression,0.0,ring,5,0.3,Exploit,2,0.4217,0.4243,0.4491,0.4363
UNSW,Logistic Regression,0.0,ring,5,0.3,Exploit,3,0.4429,0.4776,0.4073,0.4396
UNSW,Logistic Regression,0.0,ring,5,0.5,DoS,1,0.4602,0.4516,0.4596,0.4556
UNSW,Logistic Regression,0.0,ring,5,0.5,DoS,2,0.4988,0.4967,0.472,0.484
UNSW,Logistic Regression,0.0,ring,5,0.5,DoS,3,0.4957,0.4424,0.5187,0.4775
UNSW,Logistic Regression,0.0,ring,5,0.5,Recon,1,0.413,0.3601,0.5511,0.4356
UNSW,Logistic Regression,0.0,ring,5,0.5,Recon,2,0.4276,0.4407,0.4099,0.4247
UNSW,Logistic Regression,0.0,ring,5,0.5,Recon,3,0.4235,0.5013,0.3965,0.4428
UNSW,Logistic Regression,0.0,ring,5,0.5,Exploit,1,0.415,0.4387,0.4208,0.4296
UNSW,Logistic Regression,0.0,ring,5,0.5,Exploit,2,0.4655,0.3824,0.4922,0.4304
UNSW,Logistic Regression,0.0,ring,5,0.5,Exploit,3,0.426,0.4807,0.3725,0.4198
UNSW,Logistic Regression,0.0,ring,5,1.0,DoS,1,0.4848,0.4838,0.487,0.4854
UNSW,Logistic Regression,0.0,ring,5,1.0,DoS,2,0.4676,0.4648,0.4577,0.4612
UNSW,Logistic Regression,0.0,ring,5,1.0,DoS,3,0.4461,0.4545,0.462,0.4582
UNSW,Logistic Regression,0.0,ring,5,1.0,Recon,1,0.5154,0.4818,0.4872,0.4845
UNSW,Logistic Regression,0.0,ring,5,1.0,Recon,2,0.4208,0.4548,0.4395,0.4471
UNSW,Logistic Regression,0.0,ring,5,1.0,Recon,3,0.4751,0.4496,0.4372,0.4433
UNSW,Logistic Regression,0.0,ring,5,1.0,Exploit,1,0.4594,0.4848,0.4084,0.4433
UNSW,Logistic Regression,0.0,ring,5,1.0,Exploit,2,0.5122,0.4626,0.4662,0.4644
UNSW,Logistic Regression,0.0,ring,5,1.0,Exploit,3,0.4099,0.4097,0.4584,0.4327
UNSW,Logistic Regression,0.0,ring,8,0.3,DoS,1,0.4794,0.5095,0.4626,0.485
UNSW,Logistic Regression,0.0,ring,8,0.3,DoS,2,0.5089,0.4894,0.4498,0.4687
UNSW,Logistic Regression,0.0,ring,8,0.3,DoS,3,0.4177,0.4188,0.4351,0.4268
UNSW,Logistic Regression,0.0,ring,8,0.3,Recon,1,0.3972,0.4322,0.3729,0.4004
UNSW,Logistic Regression,0.0,ring,8,0.3,Recon,2,0.4426,0.5119,0.3875,0.4411
UNSW,Logistic Regression,0.0,ring,8,0.3,Recon,3,0.4435,0.4272,0.4202,0.4237
UNSW,Logistic Regression,0.0,ring,8,0.3,Exploit,1,0.4336,0.3926,0.4323,0.4115
UNSW,Logistic Regression,0.0,ring,8,0.3,Exploit,2,0.4136,0.3643,0.5119,0.4257
UNSW,Logistic Regression,0.0,ring,8,0.3,Exploit,3,0.4276,0.4546,0.4311,0.4425
UNSW,Logistic Regression,0.0,ring,8,0.5,DoS,1,0.4772,0.4628,0.462,0.4624
UNSW,Logistic Regression,0.0,ring,8,0.5,DoS,2,0.4517,0.4194,0.4731,0.4446
UNSW,Logistic Regression,0.0,ring,8,0.5,DoS,3,0.4395,0.4807,0.4475,0.4635
UNSW,Logistic Regression,0.0,ring,8,0.5,Recon,1,0.4622,0.4831,0.4218,0.4504
UNSW,Logistic Regression,0.0,ring,8,0.5,Recon,2,0.4304,0.4442,0.45,0.4471
UNSW,Logistic Regression,0.0,ring,8,0.5,Recon,3,0.4443,0.4817,0.4116,0.4439
UNSW,Logistic Regression,0.0,ring,8,0.5,Exploit,1,0.4262,0.4069,0.4375,0.4217
UNSW,Logistic Regression,0.0,ring,8,0.5,Exploit,2,0.4403,0.444,0.4158,0.4294
UNSW,Logistic Regression,0.0,ring,8,0.5,Exploit,3,0.4717,0.491,0.4125,0.4483
UNSW,Logistic Regression,0.0,ring,8,1.0,DoS,1,0.4613,0.4339,0.4917,0.461
UNSW,Logistic Regression,0.0,ring,8,1.0,DoS,2,0.4623,0.4341,0.5082,0.4682
UNSW,Logistic Regression,0.0,ring,8,1.0,DoS,3,0.4625,0.4477,0.4899,0.4679
UNSW,Logistic Regression,0.0,ring,8,1.0,Recon,1,0.5222,0.4787,0.4668,0.4727
UNSW,Logistic Regression,0.0,ring,8,1.0,Recon,2,0.4578,0.4489,0.4666,0.4576
UNSW,Logistic Regression,0.0,ring,8,1.0,Recon,3,0.5007,0.4719,0.4465,0.4588
UNSW,Logistic Regression,0.0,ring,8,1.0,Exploit,1,0.4378,0.4581,0.4093,0.4323
UNSW,Logistic Regression,0.0,ring,8,1.0,Exploit,2,0.4479,0.4446,0.4006,0.4214
UNSW,Logistic Regression,0.0,ring,8,1.0,Exploit,3,0.3976,0.4319,0.4324,0.4321
UNSW,Logistic Regression,0.0,fully,5,0.3,DoS,1,0.4387,0.4776,0.4186,0.4461
UNSW,Logistic Regression,0.0,fully,5,0.3,DoS,2,0.438,0.4553,0.4417,0.4484
UNSW,Logistic Regression,0.0,fully,5,0.3,DoS,3,0.4357,0.4801,0.4377,0.4579
UNSW,Logistic Regression,0.0,fully,5,0.3,Recon,1,0.4509,0.436,0.4269,0.4314
UNSW,Logistic Regression,0.0,fully,5,0.3,Recon,2,0.4833,0.4436,0.4854,0.4636
UNSW,Logistic Regression,0.0,fully,5,0.3,Recon,3,0.4161,0.488,0.3895,0.4332
UNSW,Logistic Regression,0.0,fully,5,0.3,Exploit,1,0.4961,0.4352,0.4765,0.4549
UNSW,Logistic Regression,0.0,fully,5,0.3,Exploit,2,0.4359,0.4134,0.4792,0.4439
UNSW,Logistic Regression,0.0,fully,5,0.3,Exploit,3,0.4473,0.4783,0.4191,0.4467
UNSW,Logistic Regression,0.0,fully,5,0.5,DoS,1,0.4843,0.5034,0.4599,0.4807
UNSW,Logistic Regression,0.0,fully,5,0.5,DoS,2,0.4667,0.4362,0.4879,0.4606
UNSW,Logistic Regression,0.0,fully,5,0.5,DoS,3,0.5178,0.5467,0.4577,0.4982
UNSW,Logistic Regression,0.0,fully,5,0.5,Recon,1,0.452,0.4868,0.4438,0.4643
UNSW,Logistic Regression,0.0,fully,5,0.5,Recon,2,0.4342,0.433,0.4854,0.4577
UNSW,Logistic Regression,0.0,fully,5,0.5,Recon,3,0.4788,0.4706,0.4596,0.465
UNSW,Logistic Regression,0.0,fully,5,0.5,Exploit,1,0.4694,0.4655,0.4511,0.4582
UNSW,Logistic Regression,0.0,fully,5,0.5,Exploit,2,0.4352,0.4617,0.4376,0.4494
UNSW,Logistic Regression,0.0,fully,5,0.5,Exploit,3,0.443,0.4756,0.4371,0.4555
UNSW,Logistic Regression,0.0,fully,5,1.0,DoS,1,0.481,0.4721,0.511,0.4908
UNSW,Logistic Regression,0.0,fully,5,1.0,DoS,2,0.4971,0.5111,0.4404,0.4731
UNSW,Logistic Regression,0.0,fully,5,1.0,DoS,3,0.5,0.5572,0.4503,0.4981
UNSW,Logistic Regression,0.0,fully,5,1.0,Recon,1,0.5207,0.5087,0.5225,0.5155
UNSW,Logistic Regression,0.0,fully,5,1.0,Recon,2,0.481,0.4752,0.4534,0.464
UNSW,Logistic Regression,0.0,fully,5,1.0,Recon,3,0.478,0.5216,0.4249,0.4683
UNSW,Logistic Regression,0.0,fully,5,1.0,Exploit,1,0.4742,0.4368,0.495,0.4641
UNSW,Logistic Regression,0.0,fully,5,1.0,Exploit,2,0.4433,0.4397,0.4778,0.458
UNSW,Logistic Regression,0.0,fully,5,1.0,Exploit,3,0.4711,0.4922,0.5082,0.5001
UNSW,Logistic Regression,0.0,fully,8,0.3,DoS,1,0.4705,0.458,0.4611,0.4595
UNSW,Logistic Regression,0.0,fully,8,0.3,DoS,2,0.4662,0.4986,0.4596,0.4783
UNSW,Logistic Regression,0.0,fully,8,0.3,DoS,3,0.4643,0.4488,0.5047,0.4751
UNSW,Logistic Regression,0.0,fully,8,0.3,Recon,1,0.461,0.4006,0.4789,0.4362
UNSW,Logistic Regression,0.0,fully,8,0.3,Recon,2,0.4628,0.4896,0.4343,0.4603
UNSW,Logistic Regression,0.0,fully,8,0.3,Recon,3,0.4868,0.4088,0.5302,0.4617
UNSW,Logistic Regression,0.0,fully,8,0.3,Exploit,1,0.451,0.4615,0.4253,0.4427
UNSW,Logistic Regression,0.0,fully,8,0.3,Exploit,2,0.417,0.3803,0.4822,0.4252
UNSW,Logistic Regression,0.0,fully,8,0.3,Exploit,3,0.422,0.4692,0.4295,0.4485
UNSW,Logistic Regression,0.0,fully,8,0.5,DoS,1,0.4642,0.4486,0.4942,0.4703
UNSW,Logistic Regression,0.0,fully,8,0.5,DoS,2,0.4529,0.4219,0.5168,0.4646
UNSW,Logistic Regression,0.0,fully,8,0.5,DoS,3,0.487,0.4509,0.5278,0.4863
UNSW,Logistic Regression,0.0,fully,8,0.5,Recon,1,0.4805,0.4418,0.5275,0.4809
UNSW,Logistic Regression,0.0,fully,8,0.5,Recon,2,0.4692,0.4678,0.4936,0.4804
UNSW,Logistic Regression,0.0,fully,8,0.5,Recon,3,0.5047,0.4733,0.492,0.4825
UNSW,Logistic Regression,0.0,fully,8,0.5,Exploit,1,0.4713,0.4511,0.4722,0.4614
UNSW,Logistic Regression,0.0,fully,8,0.5,Exploit,2,0.4506,0.4904,0.4328,0.4598
UNSW,Logistic Regression,0.0,fully,8,0.5,Exploit,3,0.4697,0.4538,0.4575,0.4556
UNSW,Logistic Regression,0.0,fully,8,1.0,DoS,1,0.4907,0.5101,0.4526,0.4796
UNSW,Logistic Regression,0.0,fully,8,1.0,DoS,2,0.5223,0.5115,0.4438,0.4752
UNSW,Logistic Regression,0.0,fully,8,1.0,DoS,3,0.5148,0.5528,0.4734,0.51
UNSW,Logistic Regression,0.0,fully,8,1.0,Recon,1,0.4642,0.3948,0.5234,0.4501
UNSW,Logistic Regression,0.0,fully,8,1.0,Recon,2,0.4667,0.4387,0.4972,0.4661
UNSW,Logistic Regression,0.0,fully,8,1.0,Recon,3,0.48,0.4407,0.5374,0.4842
UNSW,Logistic Regression,0.0,fully,8,1.0,Exploit,1,0.5075,0.4554,0.5248,0.4876
UNSW,Logistic Regression,0.0,fully,8,1.0,Exploit,2,0.4802,0.4741,0.4424,0.4577
UNSW,Logistic Regression,0.0,fully,8,1.0,Exploit,3,0.4545,0.5034,0.4516,0.4761
UNSW,Logistic Regression,0.0,random,5,0.3,DoS,1,0.4785,0.4461,0.5004,0.4717
UNSW,Logistic Regression,0.0,random,5,0.3,DoS,2,0.466,0.4734,0.4452,0.4589
UNSW,Logistic Regression,0.0,random,5,0.3,DoS,3,0.4643,0.4018,0.4919,0.4423
UNSW,Logistic Regression,0.0,random,5,0.3,Recon,1,0.4392,0.4723,0.408,0.4378
UNSW,Logistic Regression,0.0,random,5,0.3,Recon,2,0.4083,0.4429,0.3885,0.4139
UNSW,Logistic Regression,0.0,random,5,0.3,Recon,3,0.474,0.4207,0.4614,0.4401
UNSW,Logistic Regression,0.0,random,5,0.3,Exploit,1,0.4143,0.4017,0.4225,0.4119
UNSW,Logistic Regression,0.0,random,5,0.3,Exploit,2,0.4411,0.4185,0.3992,0.4086
UNSW,Logistic Regression,0.0,random,5,0.3,Exploit,3,0.363,0.4295,0.4064,0.4176
UNSW,Logistic Regression,0.0,random,5,0.5,DoS,1,0.4532,0.46,0.4792,0.4694
UNSW,Logistic Regression,0.0,random,5,0.5,DoS,2,0.4829,0.4764,0.4964,0.4862
UNSW,Logistic Regression,0.0,random,5,0.5,DoS,3,0.4512,0.4068,0.5408,0.4643
UNSW,Logistic Regression,0.0,random,5,0.5,Recon,1,0.461,0.4011,0.5514,0.4644
UNSW,Logistic Regression,0.0,random,5,0.5,Recon,2,0.4644,0.4963,0.4017,0.444
UNSW,Logistic Regression,0.0,random,5,0.5,Recon,3,0.4298,0.4808,0.4084,0.4416
UNSW,Logistic Regression,0.0,random,5,0.5,Exploit,1,0.481,0.4144,0.5048,0.4551
UNSW,Logistic Regression,0.0,random,5,0.5,Exploit,2,0.4321,0.4031,0.4699,0.4339
UNSW,Logistic Regression,0.0,random,5,0.5,Exploit,3,0.4558,0.4293,0.4601,0.4442
UNSW,Logistic Regression,0.0,random,5,1.0,DoS,1,0.4808,0.4899,0.454,0.4713
UNSW,Logistic Regression,0.0,random,5,1.0,DoS,2,0.4825,0.4658,0.4931,0.4791
UNSW,Logistic Regression,0.0,random,5,1.0,DoS,3,0.5133,0.5501,0.4389,0.4883
UNSW,Logistic Regression,0.0,random,5,1.0,Recon,1,0.498,0.5673,0.408,0.4746
UNSW,Logistic Regression,0.0,random,5,1.0,Recon,2,0.448,0.4884,0.4479,0.4673
UNSW,Logistic Regression,0.0,random,5,1.0,Recon,3,0.4668,0.4382,0.4696,0.4533
UNSW,Logistic Regression,0.0,random,5,1.0,Exploit,1,0.4692,0.4515,0.4433,0.4474
UNSW,Logistic Regression,0.0,random,5,1.0,Exploit,2,0.4496,0.4581,0.4679,0.4629
UNSW,Logistic Regression,0.0,random,5,1.0,Exploit,3,0.436,0.4902,0.4459,0.467
